@relation <train.arff>
@ATTRIBUTE Attribute_1 NUMERIC
@ATTRIBUTE Attribute_2 NUMERIC
@ATTRIBUTE Attribute_3 NUMERIC
@ATTRIBUTE Attribute_4 NUMERIC
@ATTRIBUTE Attribute_5 NUMERIC
@ATTRIBUTE Attribute_6 NUMERIC
@ATTRIBUTE Attribute_7 NUMERIC
@ATTRIBUTE Attribute_8 NUMERIC
@ATTRIBUTE Attribute_9 NUMERIC
@ATTRIBUTE Attribute_10 NUMERIC
@ATTRIBUTE Attribute_11 NUMERIC
@ATTRIBUTE Attribute_12 NUMERIC
@ATTRIBUTE Attribute_13 NUMERIC
@ATTRIBUTE Attribute_14 NUMERIC
@ATTRIBUTE Attribute_15 NUMERIC
@ATTRIBUTE Attribute_16 NUMERIC
@ATTRIBUTE Attribute_17 NUMERIC
@ATTRIBUTE Attribute_18 NUMERIC
@ATTRIBUTE class {0,1,2,3}
@data
25.00,7102.00,4360235.00,14.00,97735.00,103.00,126.00,120.00,75.00,39.00,95.00,110.00,42.00,95488.00,614388.00,586102.00,220384.00,335015.00,0
25.00,6632.00,4019850.00,14.00,99024.00,99.00,94.00,112.00,101.00,115.00,53.00,52.00,40.00,1185460.00,883836.00,349719.00,248386.00,577112.00,3
22.00,7693.00,3966341.00,15.00,131459.00,74.00,76.00,43.00,127.00,75.00,89.00,104.00,39.00,902654.00,727227.00,5.00,5.00,5.00,0
24.00,3775.00,3928739.00,14.00,159474.00,105.00,102.00,66.00,56.00,62.00,110.00,55.00,34.00,1053972.00,283674.00,5.00,5.00,5.00,2
34.00,4299.00,4067565.00,13.00,153733.00,107.00,67.00,63.00,63.00,91.00,99.00,61.00,43.00,607176.00,559364.00,5.00,5.00,5.00,0
35.00,3073.00,4417768.00,13.00,194553.00,91.00,81.00,115.00,96.00,87.00,90.00,120.00,30.00,277421.00,153666.00,119237.00,369313.00,132642.00,1
26.00,8021.00,3962246.00,10.00,104747.00,72.00,70.00,117.00,109.00,84.00,97.00,48.00,32.00,366207.00,566522.00,44804.00,435389.00,700298.00,2
26.00,8870.00,4818572.00,14.00,135689.00,101.00,63.00,88.00,73.00,120.00,39.00,102.00,24.00,1114527.00,518344.00,611557.00,456092.00,402753.00,0
31.00,4196.00,4076324.00,12.00,150065.00,89.00,113.00,52.00,39.00,54.00,86.00,78.00,36.00,886656.00,460080.00,591040.00,621014.00,20645.00,3
24.00,5506.00,4014208.00,14.00,137519.00,122.00,45.00,49.00,39.00,81.00,87.00,107.00,44.00,74755.00,517010.00,405158.00,618853.00,524037.00,1
33.00,9016.00,4041846.00,11.00,199856.00,64.00,117.00,44.00,51.00,99.00,40.00,94.00,36.00,441534.00,54509.00,178600.00,541897.00,578231.00,0
28.00,7320.00,4821846.00,15.00,212693.00,44.00,64.00,62.00,75.00,118.00,93.00,80.00,39.00,993447.00,131767.00,567333.00,248711.00,227876.00,1
23.00,7766.00,3961979.00,13.00,125625.00,109.00,89.00,42.00,60.00,42.00,72.00,55.00,26.00,620102.00,544738.00,740639.00,468459.00,208323.00,1
25.00,11110.00,4127397.00,10.00,99699.00,88.00,108.00,124.00,119.00,116.00,113.00,87.00,37.00,632868.00,342096.00,5.00,5.00,5.00,3
29.00,3199.00,4412011.00,11.00,141043.00,56.00,61.00,117.00,120.00,43.00,69.00,68.00,27.00,175023.00,353495.00,269933.00,764382.00,195465.00,1
35.00,10912.00,3899032.00,14.00,154289.00,124.00,89.00,68.00,62.00,47.00,64.00,108.00,28.00,228980.00,903786.00,802517.00,69016.00,69138.00,3
28.00,8540.00,3865308.00,11.00,94335.00,64.00,42.00,123.00,57.00,81.00,110.00,97.00,26.00,185681.00,591360.00,777293.00,163500.00,517562.00,2
32.00,3338.00,4774865.00,15.00,178865.00,126.00,55.00,71.00,40.00,74.00,84.00,52.00,35.00,166704.00,510413.00,641403.00,340644.00,326922.00,0
29.00,6497.00,4883746.00,12.00,207806.00,61.00,57.00,98.00,54.00,86.00,103.00,103.00,26.00,247759.00,920273.00,5.00,5.00,5.00,3
29.00,10412.00,4946544.00,12.00,112572.00,109.00,74.00,89.00,100.00,64.00,47.00,112.00,29.00,588805.00,771949.00,87559.00,472945.00,493038.00,2
22.00,3951.00,4006560.00,12.00,162723.00,40.00,88.00,118.00,43.00,90.00,114.00,69.00,32.00,623177.00,1190710.00,215061.00,553419.00,168716.00,1
32.00,8755.00,3988868.00,15.00,197207.00,95.00,73.00,61.00,119.00,105.00,56.00,105.00,29.00,1064237.00,251779.00,5.00,5.00,5.00,2
29.00,7257.00,4241990.00,10.00,205908.00,70.00,97.00,104.00,74.00,47.00,48.00,81.00,43.00,139872.00,76161.00,515730.00,2460.00,696074.00,2
35.00,11788.00,4533216.00,11.00,195413.00,82.00,67.00,103.00,123.00,122.00,50.00,122.00,42.00,318973.00,876334.00,5.00,5.00,5.00,1
24.00,9315.00,4623350.00,10.00,216892.00,105.00,108.00,126.00,92.00,64.00,60.00,64.00,42.00,545415.00,616227.00,5.00,5.00,5.00,2
29.00,4534.00,4971595.00,15.00,222065.00,121.00,106.00,78.00,71.00,92.00,48.00,93.00,37.00,597056.00,426078.00,5.00,5.00,5.00,1
29.00,10923.00,4641445.00,15.00,214774.00,64.00,116.00,106.00,122.00,59.00,109.00,58.00,29.00,386150.00,251291.00,423148.00,243237.00,75737.00,1
24.00,6498.00,4374130.00,14.00,104980.00,73.00,65.00,45.00,53.00,41.00,122.00,43.00,24.00,792843.00,929584.00,157050.00,711529.00,168646.00,0
29.00,9159.00,4744028.00,12.00,188374.00,122.00,128.00,97.00,114.00,102.00,69.00,104.00,40.00,302953.00,973506.00,531371.00,244027.00,79404.00,1
24.00,7664.00,4209635.00,12.00,122349.00,43.00,66.00,106.00,124.00,101.00,108.00,74.00,45.00,885541.00,803035.00,695353.00,651314.00,175312.00,2
23.00,10236.00,4797923.00,14.00,101512.00,127.00,92.00,94.00,113.00,96.00,126.00,108.00,39.00,272507.00,1061189.00,230947.00,201997.00,293804.00,2
23.00,6645.00,4958205.00,12.00,98996.00,115.00,105.00,126.00,103.00,126.00,66.00,75.00,26.00,966763.00,49518.00,189919.00,15496.00,433310.00,3
32.00,3403.00,4643701.00,15.00,112832.00,122.00,75.00,124.00,58.00,42.00,60.00,82.00,38.00,171203.00,114943.00,5.00,5.00,5.00,0
27.00,11489.00,4542344.00,11.00,180872.00,97.00,96.00,75.00,86.00,58.00,104.00,111.00,31.00,685564.00,441952.00,571415.00,220033.00,739954.00,3
22.00,11292.00,4014444.00,10.00,114478.00,59.00,113.00,67.00,93.00,103.00,41.00,64.00,34.00,44908.00,854758.00,504784.00,141741.00,602402.00,2
35.00,4190.00,4858422.00,13.00,189224.00,53.00,50.00,50.00,118.00,65.00,123.00,39.00,26.00,716366.00,621482.00,146093.00,427928.00,194148.00,0
24.00,9313.00,3855669.00,14.00,129179.00,55.00,92.00,83.00,120.00,92.00,105.00,121.00,22.00,31384.00,1185152.00,239797.00,792157.00,32414.00,0
35.00,10240.00,4953619.00,15.00,107047.00,65.00,126.00,117.00,51.00,109.00,85.00,39.00,36.00,20495.00,854154.00,646250.00,435109.00,243221.00,1
31.00,9342.00,4476159.00,13.00,96575.00,121.00,62.00,110.00,57.00,116.00,77.00,84.00,36.00,412610.00,296747.00,105295.00,214813.00,435383.00,0
34.00,4037.00,4233780.00,15.00,190039.00,44.00,74.00,43.00,122.00,115.00,68.00,52.00,44.00,1022932.00,960844.00,5.00,5.00,5.00,0
28.00,7045.00,4622035.00,14.00,101254.00,95.00,127.00,57.00,124.00,87.00,120.00,75.00,40.00,265822.00,813.00,520004.00,484017.00,456419.00,3
25.00,10534.00,4249556.00,14.00,117342.00,52.00,93.00,116.00,76.00,58.00,54.00,65.00,33.00,577526.00,110248.00,657544.00,449204.00,140926.00,3
32.00,4114.00,4865680.00,15.00,203358.00,44.00,89.00,127.00,53.00,87.00,43.00,44.00,44.00,402058.00,52842.00,58984.00,396081.00,763804.00,2
30.00,11277.00,4660354.00,12.00,182047.00,86.00,83.00,69.00,62.00,43.00,63.00,74.00,42.00,346697.00,214740.00,426779.00,808142.00,377372.00,3
24.00,6445.00,4056566.00,15.00,188476.00,69.00,67.00,115.00,114.00,113.00,115.00,89.00,31.00,213341.00,401079.00,537296.00,806605.00,483906.00,3
24.00,6848.00,4653695.00,14.00,135012.00,49.00,55.00,95.00,39.00,126.00,67.00,45.00,38.00,575377.00,758607.00,606681.00,46898.00,238529.00,2
33.00,5234.00,4906158.00,12.00,190314.00,61.00,120.00,113.00,75.00,88.00,114.00,99.00,43.00,486467.00,45990.00,45578.00,733292.00,19572.00,1
29.00,4164.00,3867490.00,12.00,102537.00,91.00,110.00,73.00,66.00,90.00,112.00,124.00,30.00,1097975.00,334359.00,5.00,5.00,5.00,0
33.00,8837.00,4406546.00,13.00,209310.00,73.00,67.00,106.00,64.00,79.00,119.00,91.00,30.00,115811.00,210453.00,4854.00,711697.00,679948.00,2
34.00,8169.00,4712432.00,15.00,165780.00,41.00,105.00,97.00,82.00,92.00,48.00,50.00,31.00,46230.00,258346.00,275207.00,355833.00,344950.00,3
24.00,4173.00,4503658.00,15.00,155374.00,50.00,39.00,51.00,77.00,49.00,72.00,68.00,43.00,1051365.00,974708.00,455605.00,309762.00,50172.00,0
28.00,6818.00,4047683.00,10.00,104055.00,78.00,81.00,115.00,107.00,110.00,125.00,51.00,35.00,159588.00,580616.00,5.00,5.00,5.00,3
28.00,6809.00,4102546.00,13.00,171370.00,43.00,110.00,99.00,66.00,101.00,92.00,72.00,34.00,709742.00,179139.00,557264.00,384505.00,271373.00,3
33.00,11101.00,4133201.00,10.00,213350.00,82.00,115.00,74.00,78.00,44.00,116.00,124.00,40.00,184054.00,233610.00,5.00,5.00,5.00,3
22.00,5315.00,4940743.00,13.00,183372.00,63.00,80.00,53.00,64.00,104.00,62.00,105.00,27.00,844758.00,334274.00,364269.00,182617.00,800950.00,2
28.00,9958.00,4315483.00,14.00,109967.00,90.00,92.00,40.00,98.00,97.00,116.00,106.00,23.00,356961.00,417593.00,274776.00,600159.00,781340.00,3
22.00,7101.00,4685105.00,10.00,114231.00,60.00,100.00,101.00,98.00,110.00,112.00,62.00,29.00,444388.00,701513.00,116313.00,738697.00,258959.00,0
23.00,5121.00,3858981.00,14.00,124945.00,87.00,93.00,40.00,94.00,39.00,120.00,117.00,30.00,242362.00,731627.00,5.00,5.00,5.00,3
24.00,5711.00,3999714.00,11.00,180628.00,104.00,121.00,80.00,91.00,75.00,72.00,110.00,33.00,726981.00,661138.00,198581.00,709272.00,478012.00,3
31.00,4670.00,3934642.00,10.00,165581.00,42.00,69.00,82.00,113.00,77.00,42.00,120.00,33.00,983281.00,1004336.00,530158.00,134154.00,50177.00,3
24.00,3965.00,4811510.00,11.00,217947.00,54.00,106.00,54.00,124.00,44.00,59.00,107.00,38.00,702781.00,113447.00,5.00,5.00,5.00,0
27.00,7721.00,3835022.00,11.00,211897.00,48.00,72.00,112.00,49.00,101.00,57.00,61.00,37.00,704496.00,1113284.00,469944.00,104601.00,625871.00,2
34.00,5196.00,4519900.00,11.00,134800.00,72.00,95.00,104.00,58.00,118.00,116.00,41.00,35.00,296084.00,1076695.00,675155.00,628420.00,13132.00,3
23.00,5925.00,4031637.00,15.00,116558.00,86.00,109.00,118.00,119.00,55.00,103.00,84.00,32.00,169624.00,786017.00,669076.00,531187.00,282524.00,1
24.00,6057.00,4300774.00,11.00,222135.00,62.00,91.00,116.00,128.00,41.00,70.00,106.00,43.00,243433.00,981370.00,12504.00,360015.00,753383.00,2
35.00,11842.00,4715089.00,14.00,106941.00,73.00,78.00,55.00,106.00,80.00,93.00,69.00,24.00,850944.00,906534.00,692292.00,433418.00,16882.00,3
35.00,3956.00,4316260.00,15.00,112273.00,107.00,127.00,98.00,116.00,91.00,114.00,76.00,41.00,632893.00,450196.00,368416.00,376627.00,703989.00,1
29.00,3299.00,3850422.00,12.00,204574.00,68.00,40.00,64.00,67.00,84.00,80.00,68.00,32.00,325264.00,269511.00,447718.00,581441.00,308291.00,2
33.00,7331.00,4029599.00,15.00,180520.00,63.00,42.00,78.00,39.00,97.00,88.00,104.00,41.00,65906.00,536725.00,5.00,5.00,5.00,1
34.00,9151.00,4011540.00,14.00,226071.00,48.00,83.00,69.00,85.00,69.00,51.00,57.00,24.00,886679.00,778920.00,5.00,5.00,5.00,1
28.00,4277.00,4553831.00,11.00,104272.00,116.00,91.00,75.00,104.00,96.00,64.00,60.00,41.00,906029.00,530353.00,5.00,5.00,5.00,1
27.00,7051.00,3985694.00,14.00,225816.00,55.00,41.00,120.00,91.00,92.00,59.00,82.00,32.00,787414.00,915070.00,540692.00,632751.00,447638.00,0
29.00,8978.00,4712430.00,13.00,119429.00,128.00,125.00,120.00,47.00,55.00,80.00,110.00,31.00,1040347.00,702553.00,650227.00,220514.00,242273.00,1
31.00,10686.00,3832765.00,11.00,100951.00,124.00,48.00,81.00,99.00,66.00,42.00,99.00,35.00,1002713.00,547433.00,443426.00,286618.00,379111.00,3
34.00,10176.00,3995156.00,14.00,138206.00,41.00,49.00,118.00,68.00,106.00,85.00,126.00,25.00,275162.00,324849.00,202981.00,499853.00,523634.00,1
26.00,8093.00,4144255.00,14.00,217810.00,95.00,75.00,73.00,93.00,43.00,90.00,127.00,38.00,1121894.00,95572.00,5.00,5.00,5.00,0
29.00,10104.00,4828742.00,12.00,131376.00,83.00,104.00,116.00,109.00,60.00,53.00,84.00,28.00,87557.00,139368.00,47678.00,697035.00,26909.00,2
31.00,7947.00,4232027.00,14.00,202185.00,64.00,64.00,102.00,63.00,108.00,125.00,94.00,35.00,510677.00,77648.00,507580.00,432152.00,801219.00,2
26.00,5775.00,4070443.00,10.00,196877.00,100.00,47.00,107.00,86.00,120.00,128.00,101.00,27.00,1009.00,161972.00,82074.00,607777.00,675770.00,0
29.00,8107.00,4692211.00,15.00,176587.00,42.00,70.00,58.00,70.00,85.00,124.00,86.00,38.00,774960.00,421195.00,740377.00,37645.00,420645.00,3
33.00,6489.00,4026535.00,14.00,165557.00,51.00,62.00,71.00,89.00,128.00,45.00,80.00,26.00,759302.00,984611.00,635394.00,308730.00,791932.00,3
26.00,11481.00,4868830.00,11.00,139675.00,111.00,125.00,119.00,126.00,61.00,119.00,112.00,33.00,181687.00,373153.00,5.00,5.00,5.00,2
34.00,12088.00,4024690.00,12.00,105173.00,100.00,100.00,68.00,79.00,108.00,125.00,50.00,37.00,119731.00,1160433.00,5.00,5.00,5.00,3
29.00,3065.00,4014324.00,15.00,182702.00,52.00,97.00,58.00,103.00,55.00,110.00,53.00,25.00,836048.00,676883.00,216272.00,690848.00,351515.00,1
35.00,7071.00,3863399.00,10.00,190523.00,107.00,102.00,81.00,46.00,101.00,102.00,103.00,27.00,863117.00,1122984.00,33780.00,758080.00,51042.00,3
29.00,7136.00,4625248.00,10.00,211363.00,70.00,102.00,76.00,58.00,111.00,95.00,58.00,25.00,993940.00,992652.00,96482.00,334897.00,762760.00,3
33.00,11135.00,4651798.00,13.00,97982.00,108.00,71.00,128.00,40.00,75.00,110.00,104.00,35.00,981403.00,1180316.00,305523.00,695987.00,559241.00,0
34.00,8029.00,4147452.00,13.00,160577.00,65.00,93.00,52.00,70.00,111.00,92.00,75.00,33.00,369152.00,263831.00,5.00,5.00,5.00,0
30.00,9268.00,4242488.00,14.00,212116.00,54.00,68.00,54.00,86.00,56.00,88.00,71.00,35.00,637747.00,464347.00,458752.00,10720.00,780768.00,0
33.00,5602.00,4851709.00,12.00,137549.00,78.00,114.00,93.00,69.00,122.00,44.00,70.00,36.00,1008654.00,1098917.00,84409.00,42874.00,138811.00,2
27.00,9032.00,4676685.00,12.00,93242.00,89.00,48.00,119.00,117.00,67.00,103.00,58.00,33.00,475193.00,255451.00,5.00,5.00,5.00,2
35.00,7127.00,4541317.00,14.00,144574.00,124.00,70.00,75.00,105.00,76.00,44.00,125.00,33.00,110906.00,307423.00,5.00,5.00,5.00,2
33.00,8399.00,5000542.00,12.00,182437.00,109.00,89.00,113.00,126.00,72.00,65.00,49.00,36.00,889305.00,712668.00,407713.00,146131.00,750718.00,1
23.00,6757.00,4474107.00,10.00,99334.00,73.00,66.00,68.00,71.00,75.00,75.00,66.00,45.00,519256.00,1114901.00,5.00,5.00,5.00,0
32.00,4796.00,4341289.00,15.00,104480.00,114.00,80.00,58.00,48.00,55.00,93.00,48.00,22.00,53277.00,409795.00,5.00,5.00,5.00,3
27.00,11854.00,4506553.00,15.00,165628.00,104.00,76.00,114.00,76.00,80.00,52.00,44.00,25.00,756184.00,1107881.00,438728.00,735273.00,181656.00,1
35.00,6524.00,4591254.00,13.00,130036.00,127.00,120.00,47.00,91.00,100.00,104.00,109.00,43.00,352978.00,786265.00,476224.00,239888.00,361070.00,0
28.00,8877.00,3818313.00,11.00,134458.00,52.00,112.00,110.00,123.00,62.00,101.00,124.00,45.00,1083904.00,688824.00,533543.00,126976.00,221967.00,3
34.00,10532.00,3836618.00,12.00,148115.00,112.00,76.00,109.00,127.00,72.00,58.00,52.00,25.00,1077028.00,1200118.00,245080.00,331108.00,475093.00,1
27.00,10338.00,4195004.00,13.00,143012.00,116.00,44.00,76.00,70.00,73.00,108.00,89.00,38.00,913258.00,727444.00,7514.00,561808.00,701513.00,2
22.00,3153.00,4152861.00,11.00,209054.00,69.00,92.00,42.00,101.00,107.00,78.00,112.00,30.00,521841.00,96063.00,5.00,5.00,5.00,0
24.00,9460.00,4780832.00,10.00,210702.00,64.00,69.00,60.00,96.00,46.00,72.00,110.00,35.00,934309.00,192505.00,5.00,5.00,5.00,2
28.00,4691.00,4511138.00,13.00,131284.00,84.00,126.00,112.00,47.00,55.00,101.00,88.00,31.00,495304.00,235276.00,289843.00,29142.00,71730.00,0
28.00,9660.00,4400525.00,15.00,108681.00,41.00,112.00,70.00,71.00,72.00,69.00,51.00,38.00,516673.00,1166708.00,226583.00,445994.00,243358.00,3
23.00,9479.00,4997621.00,10.00,150714.00,40.00,85.00,56.00,67.00,47.00,102.00,60.00,22.00,460257.00,825407.00,238841.00,188933.00,170542.00,1
34.00,8846.00,4383899.00,14.00,105645.00,127.00,115.00,104.00,59.00,42.00,73.00,50.00,22.00,322386.00,353440.00,5.00,5.00,5.00,1
28.00,3723.00,4908525.00,11.00,165661.00,96.00,115.00,82.00,59.00,56.00,42.00,95.00,40.00,1038855.00,716660.00,578399.00,372689.00,1876.00,2
24.00,10418.00,4812876.00,12.00,155107.00,106.00,60.00,43.00,111.00,56.00,57.00,101.00,42.00,257057.00,331879.00,5.00,5.00,5.00,2
29.00,3619.00,4072225.00,14.00,222603.00,39.00,115.00,83.00,109.00,106.00,59.00,70.00,34.00,313122.00,127960.00,102773.00,478295.00,627132.00,0
32.00,5950.00,4264881.00,14.00,106664.00,114.00,57.00,76.00,81.00,83.00,85.00,126.00,27.00,262530.00,1034495.00,637328.00,500068.00,789514.00,3
28.00,5162.00,4395700.00,11.00,136289.00,124.00,107.00,103.00,43.00,66.00,107.00,112.00,39.00,698898.00,569879.00,3853.00,293317.00,411309.00,0
22.00,11959.00,5015030.00,15.00,152542.00,42.00,39.00,64.00,95.00,80.00,71.00,81.00,31.00,232681.00,970417.00,5.00,5.00,5.00,3
22.00,3205.00,4930045.00,10.00,209664.00,124.00,87.00,52.00,75.00,100.00,103.00,120.00,38.00,103566.00,1161260.00,538076.00,728376.00,37937.00,0
33.00,10501.00,3844696.00,10.00,135467.00,69.00,110.00,45.00,97.00,120.00,72.00,48.00,30.00,408798.00,202081.00,126145.00,78603.00,290908.00,3
29.00,11065.00,4277712.00,15.00,95034.00,111.00,91.00,75.00,77.00,120.00,46.00,52.00,29.00,749313.00,1036481.00,5.00,5.00,5.00,2
30.00,7849.00,4513625.00,15.00,95819.00,50.00,54.00,95.00,121.00,90.00,98.00,44.00,24.00,901969.00,1144390.00,488767.00,558989.00,774301.00,1
34.00,7231.00,4910766.00,12.00,182923.00,113.00,63.00,93.00,64.00,89.00,108.00,90.00,30.00,1070994.00,628462.00,447224.00,633957.00,221751.00,2
27.00,6761.00,4713255.00,10.00,103368.00,82.00,91.00,117.00,99.00,72.00,81.00,110.00,41.00,813754.00,862869.00,145699.00,575234.00,58291.00,2
24.00,4253.00,4093975.00,11.00,188362.00,120.00,63.00,59.00,120.00,88.00,94.00,112.00,27.00,582316.00,261617.00,473309.00,719010.00,172800.00,1
33.00,6115.00,4224604.00,14.00,168505.00,62.00,65.00,102.00,100.00,64.00,48.00,118.00,43.00,28011.00,857533.00,155006.00,298881.00,130180.00,1
34.00,9763.00,4674677.00,12.00,194510.00,89.00,80.00,81.00,114.00,44.00,100.00,116.00,24.00,1170887.00,849114.00,5.00,5.00,5.00,3
25.00,7582.00,4136828.00,15.00,176027.00,104.00,80.00,94.00,79.00,54.00,41.00,88.00,37.00,493015.00,293593.00,5.00,5.00,5.00,3
26.00,9886.00,4748482.00,11.00,186693.00,83.00,126.00,64.00,66.00,82.00,56.00,115.00,29.00,948095.00,158621.00,486617.00,109001.00,687965.00,3
28.00,9678.00,4874479.00,15.00,201699.00,105.00,51.00,117.00,47.00,47.00,79.00,70.00,42.00,1097675.00,1194882.00,113114.00,467970.00,321060.00,3
32.00,8952.00,5007092.00,10.00,171841.00,63.00,48.00,72.00,63.00,126.00,122.00,70.00,33.00,1020007.00,883170.00,507233.00,788062.00,217167.00,0
34.00,4639.00,4747682.00,14.00,102811.00,59.00,115.00,59.00,111.00,52.00,81.00,107.00,30.00,241404.00,661018.00,404374.00,53656.00,485646.00,2
31.00,11728.00,4763038.00,14.00,190257.00,118.00,46.00,44.00,83.00,61.00,97.00,116.00,43.00,736702.00,849596.00,257086.00,625547.00,730101.00,3
32.00,10792.00,4173448.00,10.00,184030.00,89.00,41.00,71.00,100.00,59.00,58.00,107.00,22.00,1113001.00,582367.00,522659.00,7115.00,77147.00,3
28.00,7726.00,3982200.00,15.00,174958.00,65.00,77.00,124.00,82.00,58.00,108.00,128.00,40.00,1160576.00,1126081.00,412610.00,743916.00,631614.00,2
27.00,3252.00,4916421.00,15.00,186598.00,44.00,79.00,40.00,128.00,104.00,65.00,61.00,37.00,993791.00,484732.00,665804.00,286453.00,444385.00,0
28.00,10680.00,4398428.00,14.00,211047.00,50.00,93.00,105.00,53.00,69.00,78.00,56.00,24.00,871959.00,1037707.00,693817.00,37841.00,234830.00,3
28.00,6227.00,4742766.00,14.00,208108.00,47.00,43.00,72.00,90.00,75.00,68.00,80.00,39.00,62410.00,34570.00,256112.00,105106.00,587180.00,1
34.00,3840.00,4393271.00,15.00,105345.00,107.00,112.00,82.00,117.00,109.00,41.00,72.00,38.00,1122292.00,339653.00,11589.00,430690.00,740592.00,3
35.00,7523.00,4140662.00,11.00,215007.00,48.00,122.00,69.00,77.00,92.00,121.00,126.00,25.00,707143.00,90339.00,5.00,5.00,5.00,0
32.00,4621.00,4646359.00,11.00,151135.00,73.00,84.00,115.00,108.00,49.00,88.00,59.00,28.00,37396.00,26132.00,339327.00,460243.00,337225.00,0
31.00,11161.00,4812232.00,11.00,176180.00,65.00,114.00,123.00,115.00,117.00,104.00,89.00,28.00,732829.00,151521.00,318954.00,703505.00,753832.00,1
31.00,5542.00,4735335.00,11.00,122606.00,102.00,99.00,95.00,86.00,64.00,118.00,73.00,38.00,452959.00,539898.00,5.00,5.00,5.00,2
31.00,11834.00,4763214.00,10.00,95191.00,108.00,126.00,64.00,63.00,119.00,51.00,116.00,22.00,535019.00,880812.00,5.00,5.00,5.00,0
34.00,8219.00,4003477.00,14.00,217699.00,49.00,54.00,127.00,60.00,39.00,110.00,46.00,23.00,149650.00,208611.00,266578.00,53715.00,481377.00,1
22.00,6673.00,3853907.00,14.00,207921.00,55.00,72.00,84.00,53.00,115.00,101.00,84.00,35.00,680557.00,885682.00,144870.00,215357.00,262795.00,0
30.00,6600.00,4585909.00,11.00,223667.00,76.00,78.00,62.00,82.00,69.00,122.00,67.00,30.00,1150801.00,1011854.00,5.00,5.00,5.00,2
33.00,11530.00,4773911.00,14.00,158409.00,65.00,58.00,59.00,84.00,40.00,62.00,67.00,38.00,1135282.00,381250.00,5.00,5.00,5.00,1
35.00,7577.00,3964346.00,15.00,120180.00,102.00,60.00,66.00,51.00,72.00,90.00,69.00,26.00,716104.00,521782.00,562176.00,70712.00,385314.00,2
29.00,4595.00,4876601.00,15.00,206801.00,101.00,45.00,93.00,124.00,61.00,93.00,107.00,42.00,591420.00,377040.00,661248.00,644264.00,635740.00,2
30.00,5493.00,4478141.00,15.00,125518.00,124.00,118.00,128.00,47.00,57.00,126.00,90.00,25.00,176277.00,460756.00,5.00,5.00,5.00,1
24.00,8777.00,3864072.00,13.00,154397.00,102.00,73.00,49.00,77.00,60.00,90.00,107.00,40.00,374290.00,329438.00,540859.00,343295.00,731819.00,3
26.00,5264.00,3872290.00,11.00,142009.00,100.00,60.00,117.00,110.00,104.00,112.00,69.00,26.00,213797.00,836777.00,5.00,5.00,5.00,0
22.00,4678.00,4662925.00,11.00,120931.00,75.00,107.00,64.00,102.00,120.00,100.00,45.00,34.00,579145.00,45739.00,690596.00,698654.00,163193.00,3
27.00,7009.00,4138780.00,14.00,117759.00,58.00,65.00,43.00,110.00,104.00,44.00,115.00,28.00,140523.00,316735.00,587022.00,555941.00,362382.00,3
24.00,10780.00,4919224.00,10.00,159069.00,108.00,100.00,91.00,98.00,92.00,43.00,109.00,37.00,1143628.00,1079317.00,654963.00,217437.00,441129.00,1
28.00,11530.00,4793503.00,11.00,101143.00,119.00,68.00,53.00,112.00,80.00,116.00,120.00,41.00,898542.00,71333.00,5.00,5.00,5.00,0
27.00,7856.00,4250667.00,12.00,138862.00,102.00,84.00,123.00,115.00,77.00,108.00,69.00,36.00,1045520.00,707964.00,275618.00,742083.00,711483.00,3
31.00,4330.00,4853740.00,14.00,116873.00,126.00,71.00,83.00,48.00,79.00,43.00,111.00,31.00,963179.00,952973.00,331275.00,547203.00,306884.00,3
24.00,3340.00,3820024.00,14.00,121333.00,111.00,111.00,46.00,88.00,53.00,82.00,92.00,31.00,62812.00,1075908.00,5.00,5.00,5.00,1
23.00,8354.00,4462038.00,12.00,147519.00,76.00,75.00,116.00,108.00,94.00,51.00,49.00,44.00,23893.00,451968.00,44333.00,766397.00,423910.00,0
27.00,4351.00,3912659.00,11.00,161907.00,76.00,77.00,47.00,121.00,85.00,125.00,50.00,26.00,56964.00,165090.00,273876.00,15512.00,532412.00,0
34.00,4084.00,4959712.00,13.00,131756.00,63.00,117.00,65.00,86.00,49.00,85.00,95.00,45.00,275677.00,1031570.00,625569.00,65041.00,412651.00,1
32.00,10280.00,4998371.00,12.00,218554.00,43.00,77.00,51.00,103.00,44.00,119.00,58.00,24.00,566657.00,1167851.00,80584.00,284760.00,403160.00,1
27.00,4909.00,4893839.00,12.00,177148.00,62.00,39.00,81.00,72.00,75.00,102.00,90.00,45.00,830678.00,635605.00,277422.00,693727.00,413818.00,1
24.00,5106.00,5012914.00,14.00,188339.00,91.00,109.00,84.00,84.00,52.00,103.00,91.00,45.00,97522.00,884503.00,132192.00,231614.00,298196.00,3
26.00,11961.00,4105398.00,11.00,126058.00,63.00,121.00,71.00,56.00,77.00,128.00,55.00,40.00,709363.00,70200.00,337566.00,488818.00,291095.00,3
26.00,5478.00,4030849.00,14.00,131136.00,117.00,42.00,52.00,119.00,124.00,62.00,78.00,23.00,517231.00,684219.00,769505.00,127282.00,502421.00,2
22.00,10146.00,4309326.00,10.00,98746.00,105.00,106.00,102.00,49.00,50.00,39.00,61.00,34.00,1067073.00,1200201.00,384073.00,590470.00,152129.00,0
29.00,6527.00,4926510.00,15.00,153215.00,69.00,94.00,55.00,112.00,123.00,75.00,62.00,25.00,322233.00,175949.00,470930.00,365677.00,108312.00,1
